age,workclass,fnlwgt,education,education_no_of_years,marital_status,occupation,sex,capital_gain,capital_loss,working_hours_per_week,native_contienent,salary
53,Private,30290,HS-grad,9,Never-married,Sales,Female,0,0,40,north_america,186587
45,Private,347321,HS-grad,9,Never-married,Craft-repair,Male,0,0,40,north_america,254692
37,Self-emp-inc,205852,Bachelors,13,married,Prof-specialty,Male,0,0,45,north_america,196652
40,Federal-gov,163215,Bachelors,13,Never-married,Prof-specialty,Female,0,0,40,other,137968
54,State-gov,93449,Masters,14,married,Prof-specialty,Male,0,0,40,asia,247239
47,Self-emp-inc,116927,HS-grad,9,married,Exec-managerial,Male,0,0,42,north_america,193464
35,Private,164526,HS-grad,9,married,Other-service,Male,0,0,40,europe,95743
33,Private,31573,HS-grad,9,married,Machine-op-inspct,Male,0,0,40,north_america,257769
28,Local-gov,125159,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,north_america,225987
39,State-gov,201105,Bachelors,13,married,Exec-managerial,Female,0,0,55,north_america,235321
25,Unknown,122745,HS-grad,9,Never-married,Unknown,Male,0,1602,40,north_america,47179
33,Private,150570,Bachelors,13,married,Sales,Male,0,0,40,north_america,75012
34,Private,118941,11th,7,Never-married,Other-service,Female,0,0,40,europe,244008
53,Private,141388,HS-grad,9,married,Transport-moving,Male,0,0,40,north_america,216848
21,Private,174714,Assoc-acdm,12,Never-married,Adm-clerical,Male,0,0,35,north_america,197057
31,State-gov,75755,Doctorate,16,married,Exec-managerial,Male,7298,0,55,north_america,190738
63,Private,133144,HS-grad,9,married,Prof-specialty,Male,0,0,45,north_america,297061
21,Self-emp-not-inc,318865,Some-college,10,Never-married,Other-service,Male,0,0,30,north_america,216541
59,Private,109638,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,245070
50,Private,92969,1st-4th,2,not_married,Prof-specialty,Female,0,0,40,north_america,95585
66,Unknown,376028,HS-grad,9,married,Unknown,Female,0,0,20,north_america,110032
19,Private,144161,HS-grad,9,Never-married,Transport-moving,Male,0,0,30,north_america,242841
31,Private,183778,Bachelors,13,Never-married,Tech-support,Male,0,0,45,north_america,281601
23,Private,398904,Bachelors,13,married,Prof-specialty,Female,0,0,40,north_america,158769
45,Private,170846,Assoc-voc,11,married,Exec-managerial,Female,0,0,40,north_america,216673
35,Local-gov,204277,Bachelors,13,married,Prof-specialty,Male,0,0,40,north_america,262795
32,Private,205152,Bachelors,13,Never-married,Craft-repair,Male,0,0,40,north_america,212938
20,Private,225395,7th-8th,4,Never-married,Machine-op-inspct,Female,0,0,60,north_america,182364
38,Private,33975,HS-grad,9,married,Exec-managerial,Male,0,0,40,north_america,203668
49,Private,147032,HS-grad,9,married,Other-service,Female,0,0,8,asia,211895
64,Private,174826,HS-grad,9,not_married,Machine-op-inspct,Female,0,0,40,north_america,180657
60,Local-gov,232769,11th,7,married,Transport-moving,Male,0,0,20,north_america,78667
25,Private,36984,Bachelors,13,Never-married,Prof-specialty,Female,0,0,50,north_america,235821
21,Private,292264,HS-grad,9,Never-married,Craft-repair,Male,0,0,35,north_america,251210
26,Private,303973,HS-grad,9,Never-married,Priv-house-serv,Female,0,1602,15,north_america,114059
23,Private,287988,Some-college,10,Never-married,Adm-clerical,Male,0,0,20,north_america,93794
67,Self-emp-inc,330144,Masters,14,married,Sales,Male,0,0,48,north_america,164922
24,Private,191948,HS-grad,9,not_married,Sales,Female,0,0,30,north_america,136017
46,Private,324601,1st-4th,2,not_married,Machine-op-inspct,Female,0,0,40,north_america,77183
38,State-gov,200289,Doctorate,16,married,Prof-specialty,Male,0,0,40,asia,193019
20,Private,113307,7th-8th,4,Never-married,Machine-op-inspct,Male,0,0,40,north_america,296716
28,Unknown,194087,Some-college,10,Never-married,Unknown,Female,0,0,40,north_america,46115
26,Private,155213,Bachelors,13,Never-married,Prof-specialty,Male,0,0,48,north_america,87406
58,Private,175127,HS-grad,9,married,Machine-op-inspct,Male,0,0,40,north_america,64689
31,State-gov,358461,Some-college,10,Never-married,Other-service,Male,0,0,40,north_america,215967
37,State-gov,354929,Assoc-acdm,12,not_married,Protective-serv,Male,0,0,38,north_america,118265
53,State-gov,104501,Doctorate,16,married,Prof-specialty,Male,0,0,40,other,55023
45,Private,112929,7th-8th,4,not_married,Machine-op-inspct,Female,0,0,35,north_america,41027
33,Private,132832,HS-grad,9,Never-married,Adm-clerical,Female,0,0,50,north_america,275252
33,State-gov,357691,Masters,14,married,Protective-serv,Male,0,0,40,north_america,43193
35,Private,114605,HS-grad,9,not_married,Handlers-cleaners,Male,0,0,25,north_america,197681
60,Self-emp-not-inc,525878,HS-grad,9,married,Exec-managerial,Male,0,0,40,north_america,78843
21,Private,68358,Some-college,10,Never-married,Sales,Female,0,0,20,north_america,70335
38,Private,174571,10th,6,married,Craft-repair,Male,0,0,45,north_america,49502
40,Private,42703,Assoc-voc,11,not_married,Craft-repair,Female,0,0,40,north_america,149574
40,Private,220589,Some-college,10,married,Sales,Female,0,0,40,north_america,111190
44,Self-emp-not-inc,197558,Prof-school,15,married,Prof-specialty,Male,0,0,70,north_america,212902
27,Private,423250,Some-college,10,married,Exec-managerial,Male,0,0,60,north_america,99008
34,Self-emp-not-inc,29254,Some-college,10,married,Craft-repair,Male,0,0,55,north_america,29915
20,Unknown,308924,Some-college,10,Never-married,Unknown,Male,0,0,25,north_america,122405
49,Local-gov,276247,Some-college,10,married,Protective-serv,Male,0,0,40,north_america,165130
37,Private,213841,Some-college,10,married,Craft-repair,Male,0,0,50,north_america,38523
52,Private,181677,10th,6,married,Transport-moving,Male,0,0,30,north_america,93672
46,Private,160061,Some-college,10,married,Machine-op-inspct,Male,0,0,40,north_america,199117
20,Private,285295,Some-college,10,Never-married,Machine-op-inspct,Female,0,0,40,other,298771
43,Private,265266,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,109377
46,Local-gov,222115,Bachelors,13,not_married,Adm-clerical,Female,99999,0,40,north_america,139594
25,State-gov,194954,Some-college,10,married,Other-service,Female,0,0,15,north_america,142923
48,Private,156926,Bachelors,13,not_married,Adm-clerical,Male,0,0,40,north_america,32303
36,Local-gov,217414,Some-college,10,not_married,Protective-serv,Male,0,0,55,north_america,164678
37,Private,538443,HS-grad,9,not_married,Craft-repair,Male,14344,0,40,north_america,103399
18,Unknown,192399,Some-college,10,Never-married,Unknown,Male,0,0,60,north_america,155693
42,Private,383493,Masters,14,married,Prof-specialty,Male,0,0,50,north_america,36136
60,Private,193235,Assoc-acdm,12,married,Adm-clerical,Male,0,0,24,north_america,168085
37,Self-emp-inc,99452,Some-college,10,married,Transport-moving,Male,0,0,55,north_america,228056
44,Local-gov,254134,Assoc-acdm,12,not_married,Tech-support,Male,0,0,40,north_america,285352
32,Private,90446,10th,6,married,Craft-repair,Male,0,0,40,north_america,266493
29,Private,116613,Bachelors,13,Never-married,Adm-clerical,Female,0,0,40,europe,187884
42,Local-gov,238188,Masters,14,married,Prof-specialty,Male,0,0,35,north_america,173587
17,Private,95909,11th,7,Never-married,Handlers-cleaners,Male,0,0,12,north_america,68578
41,Private,82319,12th,8,married,Other-service,Female,0,0,10,north_america,139110
34,Private,182274,Some-college,10,married,Exec-managerial,Female,0,1887,40,north_america,271623
56,Private,179625,10th,6,not_married,Other-service,Female,0,0,32,north_america,277444
28,Private,119793,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,north_america,271883
28,Self-emp-not-inc,254989,11th,7,Never-married,Sales,Male,0,0,40,north_america,296874
19,Private,104830,7th-8th,4,Never-married,Transport-moving,Male,0,0,25,north_america,152905
49,Federal-gov,110373,Some-college,10,married,Tech-support,Male,0,0,40,north_america,255961
36,Self-emp-not-inc,135416,Some-college,10,married,Other-service,Female,0,0,50,north_america,113738
25,Private,298225,Some-college,10,married,Transport-moving,Male,0,0,35,north_america,166366
42,Private,166740,Bachelors,13,not_married,Prof-specialty,Male,0,0,40,north_america,229716
47,Self-emp-not-inc,213668,Prof-school,15,married,Prof-specialty,Male,0,1977,50,north_america,38773
26,Private,276624,Some-college,10,married,Protective-serv,Male,0,0,40,north_america,158644
35,Private,226789,Some-college,10,married,Exec-managerial,Male,0,0,58,north_america,68617
37,Private,31023,HS-grad,9,married,Craft-repair,Male,0,0,45,north_america,276878
39,Local-gov,116666,HS-grad,9,Never-married,Protective-serv,Male,4650,0,48,north_america,153780
42,Private,136986,HS-grad,9,married,Exec-managerial,Male,0,0,35,north_america,134443
41,Private,179580,Some-college,10,not_married,Other-service,Female,0,0,36,north_america,126811
23,Private,103277,Some-college,10,not_married,Other-service,Female,0,0,24,north_america,97704
31,Federal-gov,351141,HS-grad,9,married,Tech-support,Male,0,0,40,north_america,94516
36,Local-gov,191161,Some-college,10,married,Protective-serv,Male,0,0,57,north_america,104111
20,Private,148709,Some-college,10,Never-married,Prof-specialty,Female,0,0,25,north_america,69980
36,Private,128382,Some-college,10,Never-married,Machine-op-inspct,Male,0,0,45,north_america,179341
50,Private,144361,HS-grad,9,married,Machine-op-inspct,Male,0,0,50,north_america,173145
37,Private,172538,HS-grad,9,Never-married,Machine-op-inspct,Male,0,0,40,north_america,53423
25,Private,102476,Bachelors,13,Never-married,Farming-fishing,Male,27828,0,50,north_america,291796
39,Private,46028,Some-college,10,not_married,Other-service,Female,0,0,60,north_america,255982
32,Private,198452,HS-grad,9,married,Farming-fishing,Female,0,0,40,north_america,203329
59,Private,193895,Some-college,10,not_married,Adm-clerical,Female,0,0,35,north_america,147422
29,Private,233421,Bachelors,13,married,Craft-repair,Male,3411,0,45,north_america,252785
50,Private,378747,HS-grad,9,married,Transport-moving,Male,0,0,40,north_america,202490
42,Private,31251,Assoc-voc,11,married,Sales,Male,0,0,37,north_america,117169
32,Private,71540,Some-college,10,not_married,Prof-specialty,Male,0,0,40,north_america,111843
48,Private,194772,Assoc-acdm,12,married,Sales,Male,0,1902,40,north_america,74448
20,Private,34568,HS-grad,9,married,Craft-repair,Male,3781,0,35,north_america,142613
50,Self-emp-not-inc,36480,10th,6,not_married,Craft-repair,Male,0,0,45,north_america,111216
18,Private,116528,Some-college,10,Never-married,Craft-repair,Male,0,0,30,north_america,135030
60,Private,52152,Masters,14,Never-married,Prof-specialty,Male,0,0,50,north_america,82241
60,Private,216690,Some-college,10,married,Prof-specialty,Male,0,0,40,other,77483
42,Local-gov,227065,Masters,14,Never-married,Prof-specialty,Male,0,0,22,north_america,290347
49,Private,84013,HS-grad,9,not_married,Other-service,Female,0,0,35,north_america,68825
35,Self-emp-inc,82051,Some-college,10,married,Sales,Female,0,0,40,north_america,101100
30,Self-emp-not-inc,176185,Assoc-acdm,12,married,Sales,Male,0,0,60,asia,299547
59,Private,115414,Some-college,10,married,Exec-managerial,Male,0,0,40,north_america,142244
24,Self-emp-inc,493034,HS-grad,9,Never-married,Other-service,Male,13550,0,50,north_america,214757
55,Private,354923,Assoc-acdm,12,not_married,Adm-clerical,Female,0,0,40,north_america,38350
19,Private,393712,HS-grad,9,Never-married,Adm-clerical,Female,0,0,20,north_america,298971
39,Private,98941,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,183233
48,Private,141483,Some-college,10,not_married,Exec-managerial,Female,0,0,40,north_america,80427
44,Private,172479,Bachelors,13,married,Prof-specialty,Male,7688,0,40,north_america,281005
21,Private,226145,Some-college,10,Never-married,Handlers-cleaners,Male,0,0,30,north_america,226197
23,Private,394612,Bachelors,13,Never-married,Tech-support,Male,0,0,40,north_america,196775
22,Private,231085,Some-college,10,Never-married,Other-service,Male,0,0,30,north_america,236536
55,Self-emp-not-inc,183810,Masters,14,married,Prof-specialty,Male,0,0,55,north_america,101545
19,Private,186159,Some-college,10,Never-married,Sales,Female,0,0,40,north_america,277121
23,Private,162282,Some-college,10,Never-married,Handlers-cleaners,Male,0,0,25,north_america,71767
46,Private,219021,HS-grad,9,married,Transport-moving,Male,15024,0,44,north_america,93863
23,Private,273206,Bachelors,13,Never-married,Adm-clerical,Female,0,0,23,north_america,217416
47,Self-emp-inc,332355,Masters,14,married,Exec-managerial,Male,15024,0,50,north_america,152691
23,Private,102729,Some-college,10,Never-married,Sales,Female,0,0,15,north_america,159250
42,Private,198096,Some-college,10,married,Other-service,Male,0,0,40,north_america,274207
22,State-gov,292933,Bachelors,13,Never-married,Adm-clerical,Female,0,0,10,north_america,193359
18,Private,135924,HS-grad,9,Never-married,Adm-clerical,Male,0,0,20,north_america,199044
37,Private,99146,Bachelors,13,married,Exec-managerial,Male,0,1977,50,north_america,115593
34,Private,27409,9th,5,married,Craft-repair,Male,0,0,50,north_america,39898
30,Private,299507,Assoc-acdm,12,not_married,Other-service,Female,0,0,40,north_america,162364
62,Self-emp-not-inc,102631,Some-college,10,not_married,Farming-fishing,Female,0,0,50,north_america,159639
51,Private,153486,Some-college,10,married,Handlers-cleaners,Male,0,0,40,north_america,135588
34,Private,434292,HS-grad,9,married,Other-service,Male,0,0,30,north_america,263172
28,Self-emp-not-inc,240172,Masters,14,Never-married,Prof-specialty,Male,0,0,40,north_america,73452
56,Private,219426,10th,6,Never-married,Handlers-cleaners,Male,0,0,40,north_america,157110
46,Private,295791,HS-grad,9,not_married,Tech-support,Female,0,0,30,north_america,226410
46,Private,114032,Some-college,10,married,Tech-support,Male,0,1887,45,north_america,116591
23,Local-gov,496382,Some-college,10,not_married,Adm-clerical,Female,0,0,40,north_america,64607
33,Private,376483,Bachelors,13,married,Adm-clerical,Female,0,0,30,north_america,101464
27,Private,107218,HS-grad,9,Never-married,Other-service,Male,0,0,40,north_america,149383
21,Private,246207,Some-college,10,Never-married,Adm-clerical,Female,0,0,20,north_america,109671
18,Unknown,80564,HS-grad,9,Never-married,Unknown,Male,0,0,60,north_america,196245
36,Private,83089,5th-6th,3,married,Machine-op-inspct,Male,7298,0,40,north_america,148490
37,Local-gov,328301,Bachelors,13,not_married,Prof-specialty,Female,0,0,36,north_america,246702
39,Local-gov,301614,11th,7,married,Other-service,Male,0,0,40,north_america,38872
36,Private,199739,HS-grad,9,married,Transport-moving,Male,7298,0,60,north_america,36552
24,Private,180060,Assoc-acdm,12,Never-married,Craft-repair,Male,2354,0,40,north_america,117944
26,Private,121040,Assoc-acdm,12,Never-married,Exec-managerial,Female,0,0,40,north_america,201604
37,Private,125550,HS-grad,9,not_married,Sales,Female,0,0,60,north_america,297503
34,Private,170772,HS-grad,9,married,Craft-repair,Male,0,0,50,north_america,118033
33,Private,180551,HS-grad,9,not_married,Exec-managerial,Female,0,0,40,north_america,279725
33,Self-emp-not-inc,48189,HS-grad,9,married,Protective-serv,Male,0,0,30,north_america,47250
20,Private,432154,HS-grad,9,Never-married,Sales,Female,0,0,8,north_america,243827
26,Private,263200,Some-college,10,not_married,Adm-clerical,Female,0,0,38,north_america,172809
47,Private,123207,HS-grad,9,married,Adm-clerical,Female,0,0,20,north_america,131681
17,Private,110798,11th,7,Never-married,Sales,Female,0,0,20,north_america,231144
53,Private,238481,Assoc-voc,11,married,Exec-managerial,Male,0,1485,40,north_america,116088
31,Private,185528,Some-college,10,not_married,Sales,Female,0,0,35,north_america,45713
34,Private,181311,11th,7,married,Machine-op-inspct,Male,0,0,40,north_america,267422
23,Private,528616,5th-6th,3,married,Other-service,Male,0,0,40,north_america,67655
39,Private,272950,Bachelors,13,married,Craft-repair,Male,0,0,45,north_america,48621
22,Unknown,195532,HS-grad,9,Never-married,Unknown,Female,0,0,40,north_america,263116
21,Private,197583,Some-college,10,Never-married,Adm-clerical,Female,0,0,20,north_america,252814
40,Private,48612,HS-grad,9,Never-married,Adm-clerical,Female,0,0,35,north_america,120722
54,Local-gov,31533,Masters,14,married,Adm-clerical,Male,7298,0,40,north_america,92240
32,Federal-gov,148138,Bachelors,13,married,Prof-specialty,Male,0,2002,40,asia,285994
29,Local-gov,30069,HS-grad,9,married,Other-service,Female,2635,0,40,north_america,104501
68,Unknown,170182,Some-college,10,Never-married,Unknown,Female,0,0,40,north_america,163132
27,Local-gov,230885,Bachelors,13,married,Protective-serv,Male,0,0,45,north_america,131955
54,Private,174102,Some-college,10,Never-married,Exec-managerial,Male,0,0,40,north_america,175906
23,Private,352606,HS-grad,9,not_married,Priv-house-serv,Female,0,0,40,north_america,238911
38,Private,241153,Masters,14,married,Exec-managerial,Male,0,0,48,north_america,276066
54,Private,155433,HS-grad,9,married,Other-service,Female,0,0,35,north_america,130453
21,Private,109414,Some-college,10,Never-married,Prof-specialty,Male,0,1974,40,north_america,109290
40,Private,125461,Assoc-voc,11,Never-married,Prof-specialty,Male,0,0,42,north_america,263132
19,Private,331556,10th,6,Never-married,Other-service,Female,0,0,40,north_america,188416
21,Unknown,138575,HS-grad,9,Never-married,Unknown,Male,0,0,60,north_america,197041
35,Private,223514,Bachelors,13,married,Adm-clerical,Female,0,0,40,north_america,74266
39,Private,115418,Some-college,10,Never-married,Adm-clerical,Female,2174,0,45,north_america,131733
38,Private,193026,HS-grad,9,Never-married,Other-service,Male,0,1408,40,other,290449
41,Private,147206,12th,8,married,Handlers-cleaners,Male,0,0,40,north_america,85777
26,Private,174592,Some-college,10,Never-married,Adm-clerical,Female,0,0,40,north_america,129777
35,Private,268620,HS-grad,9,not_married,Other-service,Female,0,0,45,north_america,90600
70,Self-emp-not-inc,150886,Some-college,10,married,Craft-repair,Male,0,0,25,north_america,298305
45,Private,112362,10th,6,married,Sales,Male,0,0,40,north_america,186641
83,Private,195507,HS-grad,9,not_married,Protective-serv,Male,0,0,55,north_america,123659
59,Private,192983,HS-grad,9,not_married,Other-service,Female,0,0,40,north_america,63497
18,Private,120544,9th,5,Never-married,Other-service,Male,0,0,15,north_america,234890
31,Private,59083,HS-grad,9,married,Adm-clerical,Male,0,0,40,north_america,70416
43,Private,208277,Masters,14,married,Prof-specialty,Female,0,0,45,north_america,147030
24,Local-gov,184678,Bachelors,13,Never-married,Prof-specialty,Female,0,0,40,north_america,180330
33,Private,278736,Assoc-voc,11,married,Machine-op-inspct,Male,0,0,50,north_america,186773
48,Local-gov,39464,Masters,14,Never-married,Prof-specialty,Female,0,0,52,north_america,262748
27,Private,162343,Bachelors,13,married,Exec-managerial,Male,0,0,40,north_america,251641
41,Private,204046,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,223027
25,Private,255647,HS-grad,9,married,Other-service,Female,0,0,25,north_america,192266
53,Private,123011,HS-grad,9,not_married,Transport-moving,Male,0,0,40,north_america,247920
66,Self-emp-not-inc,291362,Prof-school,15,married,Prof-specialty,Male,0,0,50,north_america,94422
31,Private,159187,Some-college,10,married,Craft-repair,Male,0,0,40,north_america,241590
30,State-gov,126414,Bachelors,13,not_married,Adm-clerical,Male,0,0,40,north_america,79075
22,Private,227626,HS-grad,9,not_married,Transport-moving,Male,0,0,40,north_america,69090
47,Self-emp-inc,173783,Bachelors,13,married,Sales,Male,15024,0,60,north_america,137058
74,Private,211075,HS-grad,9,married,Exec-managerial,Male,0,0,40,north_america,225196
37,Private,176756,Some-college,10,married,Adm-clerical,Male,0,1485,70,north_america,35307
35,Self-emp-not-inc,31095,Some-college,10,not_married,Farming-fishing,Male,4101,0,60,north_america,150605
51,Self-emp-not-inc,32372,Bachelors,13,married,Exec-managerial,Male,0,1672,70,north_america,129438
40,Private,331651,Some-college,10,not_married,Other-service,Female,0,0,40,north_america,255251
51,Local-gov,146325,Doctorate,16,married,Prof-specialty,Male,0,1887,40,north_america,88039
26,Private,515025,10th,6,married,Handlers-cleaners,Female,0,0,40,north_america,277641
53,Private,394474,Assoc-acdm,12,Never-married,Adm-clerical,Female,0,0,40,north_america,107334
32,Private,400535,HS-grad,9,married,Craft-repair,Male,3781,0,40,north_america,174284
29,Self-emp-not-inc,337505,Some-college,10,married,Craft-repair,Male,0,0,40,other,85987
42,Private,211860,HS-grad,9,not_married,Adm-clerical,Male,0,0,40,north_america,251890
22,Private,102684,Some-college,10,Never-married,Transport-moving,Male,0,0,32,north_america,107938
62,Unknown,225657,HS-grad,9,married,Unknown,Male,0,0,24,north_america,95794
33,Private,121966,HS-grad,9,not_married,Adm-clerical,Female,0,0,40,north_america,55549
21,Private,396790,HS-grad,9,Never-married,Transport-moving,Male,0,0,20,north_america,182127
46,Local-gov,149949,Bachelors,13,married,Prof-specialty,Male,0,0,45,north_america,197099
25,Private,252187,11th,7,Never-married,Handlers-cleaners,Male,0,0,40,north_america,270944
29,Private,209934,5th-6th,3,married,Other-service,Male,0,0,40,north_america,211160
29,Federal-gov,229300,Bachelors,13,Never-married,Prof-specialty,Male,0,0,48,north_america,171334
33,Private,170769,Doctorate,16,not_married,Sales,Male,99999,0,60,north_america,149094
50,Private,200618,Assoc-acdm,12,not_married,Craft-repair,Male,0,0,40,north_america,73421
22,Private,216984,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,north_america,226059
40,Private,212760,HS-grad,9,not_married,Craft-repair,Male,0,0,40,north_america,87681
28,Private,150309,HS-grad,9,married,Machine-op-inspct,Male,0,0,45,north_america,256105
54,Private,174655,HS-grad,9,married,Adm-clerical,Male,0,0,40,north_america,263914
29,Private,109621,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,295220
49,Private,225124,HS-grad,9,not_married,Machine-op-inspct,Female,0,0,40,north_america,136105
46,Private,172695,11th,7,not_married,Other-service,Female,0,0,27,north_america,110425
71,Self-emp-not-inc,238479,10th,6,married,Craft-repair,Male,0,0,8,north_america,73328
27,Private,37754,Some-college,10,married,Farming-fishing,Male,0,0,80,north_america,109826
56,Private,85018,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,north_america,56217
64,Private,256466,HS-grad,9,married,Tech-support,Male,0,0,60,asia,239576
23,Private,169188,Some-college,10,married,Exec-managerial,Female,0,0,25,north_america,292782
36,Private,210945,Bachelors,13,married,Prof-specialty,Male,0,0,40,north_america,178875
39,Local-gov,287031,Masters,14,married,Prof-specialty,Male,0,0,45,north_america,147969
26,Private,224361,HS-grad,9,Never-married,Exec-managerial,Male,0,0,40,north_america,50768
31,Federal-gov,108464,Assoc-acdm,12,married,Tech-support,Male,0,0,40,north_america,136947
36,Private,75826,Bachelors,13,not_married,Adm-clerical,Female,0,0,40,north_america,260244
43,Private,120277,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,34785
25,Private,104439,Some-college,10,Never-married,Adm-clerical,Female,0,0,50,north_america,233838
27,Private,56870,HS-grad,9,married,Machine-op-inspct,Male,0,0,40,north_america,71729
24,Private,200819,12th,8,Never-married,Sales,Male,0,0,40,north_america,261050
50,Self-emp-not-inc,170562,Assoc-acdm,12,married,Protective-serv,Male,0,0,20,north_america,211247
30,Private,80933,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,72300
24,Private,33088,11th,7,Never-married,Handlers-cleaners,Male,0,0,40,north_america,72610
41,Local-gov,112763,Masters,14,not_married,Prof-specialty,Female,7430,0,36,north_america,133160
29,Private,177651,Some-college,10,Never-married,Exec-managerial,Male,0,0,45,north_america,72168
31,Private,261943,Some-college,10,married,Exec-managerial,Male,0,0,40,north_america,284176
54,Private,169785,Some-college,10,not_married,Exec-managerial,Female,0,0,40,europe,175187
20,Private,141481,11th,7,married,Sales,Female,0,0,50,north_america,283377
37,Private,433491,HS-grad,9,Never-married,Other-service,Male,0,0,40,north_america,183104
28,Local-gov,86615,HS-grad,9,Never-married,Other-service,Male,0,0,30,north_america,210206
39,Private,125550,HS-grad,9,married,Adm-clerical,Female,0,0,40,north_america,124280
46,State-gov,421223,Some-college,10,Never-married,Exec-managerial,Female,0,0,40,north_america,294141
35,Private,26999,Bachelors,13,not_married,Exec-managerial,Female,0,0,42,north_america,260775
36,Self-emp-not-inc,241998,Some-college,10,married,Sales,Male,99999,0,20,north_america,297063
34,Unknown,133861,HS-grad,9,married,Unknown,Male,0,0,25,north_america,168145
44,Private,115323,Masters,14,married,Exec-managerial,Male,0,0,40,north_america,177015
34,Self-emp-inc,23778,Bachelors,13,not_married,Exec-managerial,Male,0,0,50,north_america,137584
28,Self-emp-not-inc,190836,HS-grad,9,married,Sales,Male,0,0,50,north_america,152701
38,Self-emp-inc,159179,Prof-school,15,married,Prof-specialty,Male,0,0,45,north_america,100505
64,Unknown,205479,Bachelors,13,married,Unknown,Male,0,0,50,north_america,113797
19,Unknown,47713,Some-college,10,Never-married,Unknown,Female,0,0,40,north_america,282454
35,Private,163237,Bachelors,13,married,Sales,Male,0,0,52,north_america,112753
61,Private,202202,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,north_america,88123
45,Private,168837,Some-college,10,not_married,Sales,Female,0,0,40,north_america,61872
36,Private,112271,HS-grad,9,married,Transport-moving,Male,0,0,40,north_america,296725
34,Private,52537,HS-grad,9,Never-married,Transport-moving,Male,0,0,30,north_america,190135
27,Private,38353,Assoc-voc,11,married,Sales,Male,0,0,60,north_america,174331
22,Private,141698,10th,6,Never-married,Craft-repair,Male,0,0,40,north_america,205004
26,Private,28856,Bachelors,13,Never-married,Tech-support,Female,0,0,40,north_america,194767
19,Private,175652,11th,7,Never-married,Other-service,Female,0,0,15,north_america,125806
36,Private,213008,HS-grad,9,not_married,Farming-fishing,Male,0,0,40,north_america,112847
51,Private,196501,Bachelors,13,not_married,Exec-managerial,Male,14084,0,50,north_america,76858
63,Private,118798,HS-grad,9,married,Craft-repair,Male,99999,0,40,north_america,204499
51,Private,92463,HS-grad,9,married,Adm-clerical,Male,0,0,40,north_america,143770
20,State-gov,125165,Some-college,10,Never-married,Adm-clerical,Female,0,0,25,north_america,32152
42,Self-emp-not-inc,103980,Assoc-voc,11,married,Prof-specialty,Male,0,0,50,north_america,96034
40,Unknown,180362,Bachelors,13,Never-married,Unknown,Female,0,0,40,north_america,171773
25,Private,53903,Some-college,10,married,Craft-repair,Male,0,0,40,north_america,129725
40,Private,179735,Assoc-voc,11,not_married,Adm-clerical,Female,0,0,50,north_america,249569
41,Unknown,277390,Bachelors,13,married,Unknown,Female,0,0,30,north_america,158486
49,Private,122177,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,80,north_america,52024
46,Private,188161,HS-grad,9,not_married,Machine-op-inspct,Female,0,0,40,north_america,156699
32,Self-emp-not-inc,170108,HS-grad,9,not_married,Sales,Male,0,0,50,north_america,189072
28,Private,175262,Some-college,10,married,Handlers-cleaners,Male,0,0,40,north_america,201930
19,Unknown,204441,HS-grad,9,Never-married,Unknown,Male,0,0,20,north_america,193301
19,Private,164395,HS-grad,9,Never-married,Adm-clerical,Female,0,0,25,north_america,83159
18,Private,115630,11th,7,Never-married,Adm-clerical,Male,0,0,20,north_america,40113
39,Private,178815,HS-grad,9,Never-married,Sales,Male,0,0,55,north_america,96485
60,Self-emp-not-inc,168223,Bachelors,13,not_married,Prof-specialty,Female,0,0,30,north_america,54180
46,Local-gov,202560,Bachelors,13,not_married,Prof-specialty,Female,0,1408,40,north_america,151786
38,Private,100295,7th-8th,4,married,Machine-op-inspct,Female,0,0,50,north_america,234933
36,Private,172256,HS-grad,9,married,Machine-op-inspct,Male,0,0,44,north_america,88536
45,Private,51664,Some-college,10,married,Sales,Male,0,0,40,north_america,42128
60,State-gov,358893,Bachelors,13,not_married,Prof-specialty,Female,0,2339,40,north_america,42352
30,Private,115963,11th,7,married,Craft-repair,Male,0,0,40,north_america,69102
22,Private,333910,Some-college,10,Never-married,Tech-support,Female,0,0,43,north_america,60052
23,Private,148948,Some-college,10,Never-married,Exec-managerial,Male,0,0,45,north_america,62948
48,State-gov,130561,Some-college,10,Never-married,Prof-specialty,Female,0,0,24,north_america,284412
46,Private,428350,HS-grad,9,married,Other-service,Female,0,0,15,north_america,150953
43,Private,188808,Masters,14,married,Exec-managerial,Male,0,0,45,north_america,114871
25,Private,112847,HS-grad,9,married,Transport-moving,Male,0,0,40,north_america,196347
50,Private,110748,Some-college,10,Never-married,Prof-specialty,Male,0,0,40,north_america,263964
